ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T38C04_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C04_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C04_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C04_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C04_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C04__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C05_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C05_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T38C05_ctrl, activeCycleM, , Accumulator, 34684515000, 12, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T38C05_ctrl, activeCycleALU, , Accumulator, 34684515000, 12, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T38C05_ctrl, activeCycleFPU, , Accumulator, 34684515000, 12, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T38C05_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C05_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C05_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C05_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C05_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C05__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C06_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C06_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T38C06_ctrl, activeCycleM, , Accumulator, 34684515000, 12, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T38C06_ctrl, activeCycleALU, , Accumulator, 34684515000, 12, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T38C06_ctrl, activeCycleFPU, , Accumulator, 34684515000, 12, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T38C06_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C06_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C06_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C06_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C06_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C06__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C07_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C07_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T38C07_ctrl, activeCycleM, , Accumulator, 34684515000, 12, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T38C07_ctrl, activeCycleALU, , Accumulator, 34684515000, 12, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T38C07_ctrl, activeCycleFPU, , Accumulator, 34684515000, 12, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T38C07_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C07_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C07_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C07_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C07_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C07__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C08_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C08_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T38C08_ctrl, activeCycleM, , Accumulator, 34684515000, 12, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T38C08_ctrl, activeCycleALU, , Accumulator, 34684515000, 12, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T38C08_ctrl, activeCycleFPU, , Accumulator, 34684515000, 12, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T38C08_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C08_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C08_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C08_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C08_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C08__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C09_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C09_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T38C09_ctrl, activeCycleM, , Accumulator, 34684515000, 12, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T38C09_ctrl, activeCycleALU, , Accumulator, 34684515000, 12, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T38C09_ctrl, activeCycleFPU, , Accumulator, 34684515000, 12, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T38C09_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C09_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C09_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C09_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C09_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C09__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C10_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C10_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T38C10_ctrl, activeCycleM, , Accumulator, 34684515000, 12, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T38C10_ctrl, activeCycleALU, , Accumulator, 34684515000, 12, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T38C10_ctrl, activeCycleFPU, , Accumulator, 34684515000, 12, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T38C10_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C10_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C10_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C10_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C10_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C10__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C11_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C11_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T38C11_ctrl, activeCycleM, , Accumulator, 34684515000, 12, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T38C11_ctrl, activeCycleALU, , Accumulator, 34684515000, 12, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T38C11_ctrl, activeCycleFPU, , Accumulator, 34684515000, 12, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T38C11_acam, energyCAM, , Accumulator, 34684515000, 12, 166570979830.431793, 2353623897984.062500, 68423680000, 1.280000, 87.552000, 0, 0, 0, 0
T38C11_acam, energyDAC, , Accumulator, 34684515000, 12, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T38C11_acam, energySA, , Accumulator, 34684515000, 12, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T38C11_acam, energyPC, , Accumulator, 34684515000, 12, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T38C11_acam, energyREG, , Accumulator, 34684515000, 12, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T38C11__mpe, activeCycle, , Accumulator, 34684515000, 12, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T38C12_ctrl, activeCycleF, , Accumulator, 34684515000, 12, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T38C12_ctrl, activeCycleD, , Accumulator, 34684515000, 12, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
