ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T15C12_acam, energyCAM, , Accumulator, 34684515000, 5, 182875480597.533752, 2423500130417.623535, 68423680000, 0.646400, 87.552000, 0, 0, 0, 0
T15C12_acam, energyDAC, , Accumulator, 34684515000, 5, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T15C12_acam, energySA, , Accumulator, 34684515000, 5, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T15C12_acam, energyPC, , Accumulator, 34684515000, 5, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T15C12_acam, energyREG, , Accumulator, 34684515000, 5, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
T15C12__mpe, activeCycle, , Accumulator, 34684515000, 5, 0, 0, 1580000, 0, 0, 1580000, 1580000, 1, 1
T15C13_ctrl, activeCycleF, , Accumulator, 34684515000, 5, 0, 0, 34684515, 0, 0, 34684515, 34684515, 1, 1
T15C13_ctrl, activeCycleD, , Accumulator, 34684515000, 5, 0, 0, 34141833, 0, 0, 34141833, 34141833, 1, 1
T15C13_ctrl, activeCycleM, , Accumulator, 34684515000, 5, 0, 0, 5823186, 0, 0, 5823186, 5823186, 1, 1
T15C13_ctrl, activeCycleALU, , Accumulator, 34684515000, 5, 0, 0, 23461833, 0, 0, 23461833, 23461833, 1, 1
T15C13_ctrl, activeCycleFPU, , Accumulator, 34684515000, 5, 0, 0, 2860000, 0, 0, 2860000, 2860000, 1, 1
T15C13_acam, energyCAM, , Accumulator, 34684515000, 5, 183099694770.136871, 2424927631347.594727, 68423680000, 0.646400, 87.552000, 0, 0, 0, 0
T15C13_acam, energyDAC, , Accumulator, 34684515000, 5, 47983279.331875, 2213841437.864069, 1040000, 46.137769, 46.137769, 0, 0, 0, 0
T15C13_acam, energySA, , Accumulator, 34684515000, 5, 4792319999.999999, 86261759999.999985, 266240000, 18.000000, 18.000000, 0, 0, 0, 0
T15C13_acam, energyPC, , Accumulator, 34684515000, 5, 3924910099.147916, 57861024161.071457, 266240000, 14.742000, 14.742000, 0, 0, 0, 0
T15C13_acam, energyREG, , Accumulator, 34684515000, 5, 12454276424.162323, 104266996510059347968.000000, 267280001, 8.170000, 10211121216.000000, 0, 0, 0, 0
