ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
Node_ctrl, activeCycleF, , Accumulator, 42647810000, 0, 42647810, 42647810, 42647810, 1, 1, 0, 0, 0, 0
Node_ctrl, activeCycleD, , Accumulator, 42647810000, 0, 37778451, 37778451, 37778451, 1, 1, 0, 0, 0, 0
Node_ctrl, activeCycleM, , Accumulator, 42647810000, 0, 11929666, 15129666, 10329666, 1, 2, 0, 0, 0, 0
Node_ctrl, activeCycleALU, , Accumulator, 42647810000, 0, 34578249, 34578249, 34578249, 1, 1, 0, 0, 0, 0
Node_ctrl, activeCycleFPU, , Accumulator, 42647810000, 0, 3200000, 3200000, 3200000, 1, 1, 0, 0, 0, 0
Router0, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router0, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
Router1, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router1, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
Router2, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router2, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
Router3, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router3, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
Router4, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router4, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
Router5, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router5, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
Router6, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router6, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
Router7, activeCycleFPU, , Accumulator, 42647810000, 0, 1280000, 1280000, 1280000, 1, 1, 0, 0, 0, 0
Router7, activeCycleMUX, , Accumulator, 42647810000, 0, 400, 400, 400, 1, 1, 0, 0, 0, 0
