ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T09C05_acam, energyCAM, , Accumulator, 42647810000, 3, 225111902431.688477, 2983025398128.375488, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T09C05_acam, energyDAC, , Accumulator, 42647810000, 3, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T09C05_acam, energySA, , Accumulator, 42647810000, 3, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
T09C05_acam, energyPC, , Accumulator, 42647810000, 3, 4830658568.148846, 71213568154.878204, 327680000, 14.742000, 14.742000, 0, 0, 0, 0
T09C05_acam, energyREG, , Accumulator, 42647810000, 3, 15316321676.881863, 157640963571877281792.000000, 328960001, 8.170000, 12555515263.999998, 0, 0, 0, 0
T09C05__mpe, activeCycle, , Accumulator, 42647810000, 3, 0, 0, 1940000, 0, 0, 1940000, 1940000, 1, 1
T09C06_ctrl, activeCycleF, , Accumulator, 42647810000, 3, 0, 0, 42647810, 0, 0, 42647810, 42647810, 1, 1
T09C06_ctrl, activeCycleD, , Accumulator, 42647810000, 3, 0, 0, 41977769, 0, 0, 41977769, 41977769, 1, 1
T09C06_ctrl, activeCycleM, , Accumulator, 42647810000, 3, 0, 0, 7150545, 0, 0, 7150545, 7150545, 1, 1
T09C06_ctrl, activeCycleALU, , Accumulator, 42647810000, 3, 0, 0, 28837768, 0, 0, 28837768, 28837768, 1, 1
T09C06_ctrl, activeCycleFPU, , Accumulator, 42647810000, 3, 0, 0, 3520000, 0, 0, 3520000, 3520000, 1, 1
T09C06_acam, energyCAM, , Accumulator, 42647810000, 3, 225915128802.541351, 2988735950731.639648, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T09C06_acam, energyDAC, , Accumulator, 42647810000, 3, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T09C06_acam, energySA, , Accumulator, 42647810000, 3, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
T09C06_acam, energyPC, , Accumulator, 42647810000, 3, 4830658568.148846, 71213568154.878204, 327680000, 14.742000, 14.742000, 0, 0, 0, 0
T09C06_acam, energyREG, , Accumulator, 42647810000, 3, 15316321676.881863, 157640963571877281792.000000, 328960001, 8.170000, 12555515263.999998, 0, 0, 0, 0
T09C06__mpe, activeCycle, , Accumulator, 42647810000, 3, 0, 0, 1940000, 0, 0, 1940000, 1940000, 1, 1
T09C07_ctrl, activeCycleF, , Accumulator, 42647810000, 3, 0, 0, 42647810, 0, 0, 42647810, 42647810, 1, 1
T09C07_ctrl, activeCycleD, , Accumulator, 42647810000, 3, 0, 0, 41977769, 0, 0, 41977769, 41977769, 1, 1
T09C07_ctrl, activeCycleM, , Accumulator, 42647810000, 3, 0, 0, 7150545, 0, 0, 7150545, 7150545, 1, 1
T09C07_ctrl, activeCycleALU, , Accumulator, 42647810000, 3, 0, 0, 28837768, 0, 0, 28837768, 28837768, 1, 1
T09C07_ctrl, activeCycleFPU, , Accumulator, 42647810000, 3, 0, 0, 3520000, 0, 0, 3520000, 3520000, 1, 1
T09C07_acam, energyCAM, , Accumulator, 42647810000, 3, 225304004817.056793, 2984729695337.336914, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T09C07_acam, energyDAC, , Accumulator, 42647810000, 3, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T09C07_acam, energySA, , Accumulator, 42647810000, 3, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
