ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T47C15_ctrl, activeCycleF, , Accumulator, 42647810000, 15, 42647810, 42647810, 42647810, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleD, , Accumulator, 42647810000, 15, 41977769, 41977769, 41977769, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleM, , Accumulator, 42647810000, 15, 7150545, 7150545, 7150545, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleALU, , Accumulator, 42647810000, 15, 28837768, 28837768, 28837768, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleFPU, , Accumulator, 42647810000, 15, 3520000, 3520000, 3520000, 1, 1, 0, 0, 0, 0
T47C15_acam, energyCAM, , Accumulator, 42647810000, 15, 0, 0, 84213760000, 0, 0, 222499120457.777130, 2959558434987.198730, 2.310400, 87.552000
T47C15_acam, energyDAC, , Accumulator, 42647810000, 15, 0, 0, 1280000, 0, 0, 59056343.793226, 2724727923.536067, 46.137769, 46.137769
T47C15_acam, energySA, , Accumulator, 42647810000, 15, 0, 0, 327680000, 0, 0, 5898239999.999999, 106168319999.999985, 18.000000, 18.000000
T47C15_acam, energyPC, , Accumulator, 42647810000, 15, 0, 0, 327680000, 0, 0, 4830658568.148846, 71213568154.878204, 14.742000, 14.742000
T47C15_acam, energyREG, , Accumulator, 42647810000, 15, 0, 0, 328960001, 0, 0, 15316321676.881863, 157640963571877281792.000000, 8.170000, 12555515263.999998
T47C15__mpe, activeCycle, , Accumulator, 42647810000, 15, 1940000, 1940000, 1940000, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleF, , Accumulator, 42647810000, 15, 42647810, 42647810, 42647810, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleD, , Accumulator, 42647810000, 15, 34514470, 34514470, 34514470, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleM, , Accumulator, 42647810000, 15, 19023745, 29263745, 13903745, 1, 2, 0, 0, 0, 0
T48_ctrl, activeCycleALU, , Accumulator, 42647810000, 15, 34184369, 34184369, 34184369, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleFPU, , Accumulator, 42647810000, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0
T48C00_ctrl, activeCycleF, , Accumulator, 42647810000, 15, 42647810, 42647810, 42647810, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleD, , Accumulator, 42647810000, 15, 41977769, 41977769, 41977769, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleM, , Accumulator, 42647810000, 15, 7150545, 7150545, 7150545, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleALU, , Accumulator, 42647810000, 15, 28837768, 28837768, 28837768, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleFPU, , Accumulator, 42647810000, 15, 3520000, 3520000, 3520000, 1, 1, 0, 0, 0, 0
T48C00_acam, energyCAM, , Accumulator, 42647810000, 15, 0, 0, 84213760000, 0, 0, 225596328008.557953, 2987544438237.396484, 0.646400, 87.552000
T48C00_acam, energyDAC, , Accumulator, 42647810000, 15, 0, 0, 1280000, 0, 0, 59056343.793226, 2724727923.536067, 46.137769, 46.137769
T48C00_acam, energySA, , Accumulator, 42647810000, 15, 0, 0, 327680000, 0, 0, 5898239999.999999, 106168319999.999985, 18.000000, 18.000000
T48C00_acam, energyPC, , Accumulator, 42647810000, 15, 0, 0, 327680000, 0, 0, 4830658568.148846, 71213568154.878204, 14.742000, 14.742000
T48C00_acam, energyREG, , Accumulator, 42647810000, 15, 0, 0, 328960001, 0, 0, 15316321676.881863, 157640963571877281792.000000, 8.170000, 12555515263.999998
T48C00__mpe, activeCycle, , Accumulator, 42647810000, 15, 1940000, 1940000, 1940000, 1, 1, 0, 0, 0, 0
T48C01_ctrl, activeCycleF, , Accumulator, 42647810000, 15, 42647810, 42647810, 42647810, 1, 1, 0, 0, 0, 0
T48C01_ctrl, activeCycleD, , Accumulator, 42647810000, 15, 41977769, 41977769, 41977769, 1, 1, 0, 0, 0, 0
T48C01_ctrl, activeCycleM, , Accumulator, 42647810000, 15, 7150545, 7150545, 7150545, 1, 1, 0, 0, 0, 0
T48C01_ctrl, activeCycleALU, , Accumulator, 42647810000, 15, 28837768, 28837768, 28837768, 1, 1, 0, 0, 0, 0
T48C01_ctrl, activeCycleFPU, , Accumulator, 42647810000, 15, 3520000, 3520000, 3520000, 1, 1, 0, 0, 0, 0
T48C01_acam, energyCAM, , Accumulator, 42647810000, 15, 0, 0, 84213760000, 0, 0, 225687374275.239410, 2987469333938.940918, 0.646400, 87.552000
T48C01_acam, energyDAC, , Accumulator, 42647810000, 15, 0, 0, 1280000, 0, 0, 59056343.793226, 2724727923.536067, 46.137769, 46.137769
