ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T15C12_acam, energyCAM, , Accumulator, 42647810000, 5, 225039533763.812042, 2983423375481.275391, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T15C12_acam, energyDAC, , Accumulator, 42647810000, 5, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T15C12_acam, energySA, , Accumulator, 42647810000, 5, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
T15C12_acam, energyPC, , Accumulator, 42647810000, 5, 4830658568.148846, 71213568154.878204, 327680000, 14.742000, 14.742000, 0, 0, 0, 0
T15C12_acam, energyREG, , Accumulator, 42647810000, 5, 15316321676.881863, 157640963571877281792.000000, 328960001, 8.170000, 12555515263.999998, 0, 0, 0, 0
T15C12__mpe, activeCycle, , Accumulator, 42647810000, 5, 0, 0, 1940000, 0, 0, 1940000, 1940000, 1, 1
T15C13_ctrl, activeCycleF, , Accumulator, 42647810000, 5, 0, 0, 42647810, 0, 0, 42647810, 42647810, 1, 1
T15C13_ctrl, activeCycleD, , Accumulator, 42647810000, 5, 0, 0, 41977769, 0, 0, 41977769, 41977769, 1, 1
T15C13_ctrl, activeCycleM, , Accumulator, 42647810000, 5, 0, 0, 7150545, 0, 0, 7150545, 7150545, 1, 1
T15C13_ctrl, activeCycleALU, , Accumulator, 42647810000, 5, 0, 0, 28837768, 0, 0, 28837768, 28837768, 1, 1
T15C13_ctrl, activeCycleFPU, , Accumulator, 42647810000, 5, 0, 0, 3520000, 0, 0, 3520000, 3520000, 1, 1
T15C13_acam, energyCAM, , Accumulator, 42647810000, 5, 224982959556.127502, 2983083933441.136719, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T15C13_acam, energyDAC, , Accumulator, 42647810000, 5, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T15C13_acam, energySA, , Accumulator, 42647810000, 5, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
T15C13_acam, energyPC, , Accumulator, 42647810000, 5, 4830658568.148846, 71213568154.878204, 327680000, 14.742000, 14.742000, 0, 0, 0, 0
T15C13_acam, energyREG, , Accumulator, 42647810000, 5, 15316321676.881863, 157640963571877281792.000000, 328960001, 8.170000, 12555515263.999998, 0, 0, 0, 0
T15C13__mpe, activeCycle, , Accumulator, 42647810000, 5, 0, 0, 1940000, 0, 0, 1940000, 1940000, 1, 1
T15C14_ctrl, activeCycleF, , Accumulator, 42647810000, 5, 0, 0, 42647810, 0, 0, 42647810, 42647810, 1, 1
T15C14_ctrl, activeCycleD, , Accumulator, 42647810000, 5, 0, 0, 41977769, 0, 0, 41977769, 41977769, 1, 1
T15C14_ctrl, activeCycleM, , Accumulator, 42647810000, 5, 0, 0, 7150545, 0, 0, 7150545, 7150545, 1, 1
T15C14_ctrl, activeCycleALU, , Accumulator, 42647810000, 5, 0, 0, 28837768, 0, 0, 28837768, 28837768, 1, 1
T15C14_ctrl, activeCycleFPU, , Accumulator, 42647810000, 5, 0, 0, 3520000, 0, 0, 3520000, 3520000, 1, 1
T15C14_acam, energyCAM, , Accumulator, 42647810000, 5, 225582582463.852386, 2987180432552.814453, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T15C14_acam, energyDAC, , Accumulator, 42647810000, 5, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T15C14_acam, energySA, , Accumulator, 42647810000, 5, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
T15C14_acam, energyPC, , Accumulator, 42647810000, 5, 4830658568.148846, 71213568154.878204, 327680000, 14.742000, 14.742000, 0, 0, 0, 0
T15C14_acam, energyREG, , Accumulator, 42647810000, 5, 15316321676.881863, 157640963571877281792.000000, 328960001, 8.170000, 12555515263.999998, 0, 0, 0, 0
T15C14__mpe, activeCycle, , Accumulator, 42647810000, 5, 0, 0, 1940000, 0, 0, 1940000, 1940000, 1, 1
T15C15_ctrl, activeCycleF, , Accumulator, 42647810000, 5, 0, 0, 42647810, 0, 0, 42647810, 42647810, 1, 1
T15C15_ctrl, activeCycleD, , Accumulator, 42647810000, 5, 0, 0, 41977769, 0, 0, 41977769, 41977769, 1, 1
T15C15_ctrl, activeCycleM, , Accumulator, 42647810000, 5, 0, 0, 7150545, 0, 0, 7150545, 7150545, 1, 1
T15C15_ctrl, activeCycleALU, , Accumulator, 42647810000, 5, 0, 0, 28837768, 0, 0, 28837768, 28837768, 1, 1
T15C15_ctrl, activeCycleFPU, , Accumulator, 42647810000, 5, 0, 0, 3520000, 0, 0, 3520000, 3520000, 1, 1
T15C15_acam, energyCAM, , Accumulator, 42647810000, 5, 225188005766.194702, 2984892015126.295898, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T15C15_acam, energyDAC, , Accumulator, 42647810000, 5, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T15C15_acam, energySA, , Accumulator, 42647810000, 5, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
T15C15_acam, energyPC, , Accumulator, 42647810000, 5, 4830658568.148846, 71213568154.878204, 327680000, 14.742000, 14.742000, 0, 0, 0, 0
T15C15_acam, energyREG, , Accumulator, 42647810000, 5, 15316321676.881863, 157640963571877281792.000000, 328960001, 8.170000, 12555515263.999998, 0, 0, 0, 0
T15C15__mpe, activeCycle, , Accumulator, 42647810000, 5, 0, 0, 1940000, 0, 0, 1940000, 1940000, 1, 1
T16_ctrl, activeCycleF, , Accumulator, 42647810000, 5, 0, 0, 42647810, 0, 0, 42647810, 42647810, 1, 1
T16_ctrl, activeCycleD, , Accumulator, 42647810000, 5, 0, 0, 34514470, 0, 0, 34514470, 34514470, 1, 1
T16_ctrl, activeCycleM, , Accumulator, 42647810000, 5, 0, 0, 13903745, 0, 0, 19023745, 29263745, 1, 2
T16_ctrl, activeCycleALU, , Accumulator, 42647810000, 5, 0, 0, 34184369, 0, 0, 34184369, 34184369, 1, 1
T16_ctrl, activeCycleFPU, , Accumulator, 42647810000, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
T16C00_ctrl, activeCycleF, , Accumulator, 42647810000, 5, 0, 0, 42647810, 0, 0, 42647810, 42647810, 1, 1
T16C00_ctrl, activeCycleD, , Accumulator, 42647810000, 5, 0, 0, 41977769, 0, 0, 41977769, 41977769, 1, 1
T16C00_ctrl, activeCycleM, , Accumulator, 42647810000, 5, 0, 0, 7150545, 0, 0, 7150545, 7150545, 1, 1
T16C00_ctrl, activeCycleALU, , Accumulator, 42647810000, 5, 0, 0, 28837768, 0, 0, 28837768, 28837768, 1, 1
T16C00_ctrl, activeCycleFPU, , Accumulator, 42647810000, 5, 0, 0, 3520000, 0, 0, 3520000, 3520000, 1, 1
T16C00_acam, energyCAM, , Accumulator, 42647810000, 5, 225279772796.059906, 2984747290867.228027, 84213760000, 0.646400, 87.552000, 0, 0, 0, 0
T16C00_acam, energyDAC, , Accumulator, 42647810000, 5, 59056343.793226, 2724727923.536067, 1280000, 46.137769, 46.137769, 0, 0, 0, 0
T16C00_acam, energySA, , Accumulator, 42647810000, 5, 5898239999.999999, 106168319999.999985, 327680000, 18.000000, 18.000000, 0, 0, 0, 0
T16C00_acam, energyPC, , Accumulator, 42647810000, 5, 4830658568.148846, 71213568154.878204, 327680000, 14.742000, 14.742000, 0, 0, 0, 0
T16C00_acam, energyREG, , Accumulator, 42647810000, 5, 15316321676.881863, 157640963571877281792.000000, 328960001, 8.170000, 12555515263.999998, 0, 0, 0, 0
T16C00__mpe, activeCycle, , Accumulator, 42647810000, 5, 0, 0, 1940000, 0, 0, 1940000, 1940000, 1, 1
