ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T28C10_ctrl, activeCycleF, , Accumulator, 25409410000, 9, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T28C10_ctrl, activeCycleD, , Accumulator, 25409410000, 9, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T28C10_ctrl, activeCycleM, , Accumulator, 25409410000, 9, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T28C10_ctrl, activeCycleALU, , Accumulator, 25409410000, 9, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T28C10_ctrl, activeCycleFPU, , Accumulator, 25409410000, 9, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T28C10_acam, energyCAM, , Accumulator, 25409410000, 9, 0, 0, 50001920000, 0, 0, 131866937497.985962, 1763728672023.394043, 0.646400, 87.552000
T28C10_acam, energyDAC, , Accumulator, 25409410000, 9, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T28C10_acam, energySA, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T28C10_acam, energyPC, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T28C10_acam, energyREG, , Accumulator, 25409410000, 9, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T28C10__mpe, activeCycle, , Accumulator, 25409410000, 9, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T28C11_ctrl, activeCycleF, , Accumulator, 25409410000, 9, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T28C11_ctrl, activeCycleD, , Accumulator, 25409410000, 9, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T28C11_ctrl, activeCycleM, , Accumulator, 25409410000, 9, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T28C11_ctrl, activeCycleALU, , Accumulator, 25409410000, 9, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T28C11_ctrl, activeCycleFPU, , Accumulator, 25409410000, 9, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T28C11_acam, energyCAM, , Accumulator, 25409410000, 9, 0, 0, 50001920000, 0, 0, 132024997546.755066, 1763266276482.531494, 0.646400, 87.552000
T28C11_acam, energyDAC, , Accumulator, 25409410000, 9, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T28C11_acam, energySA, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T28C11_acam, energyPC, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T28C11_acam, energyREG, , Accumulator, 25409410000, 9, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T28C11__mpe, activeCycle, , Accumulator, 25409410000, 9, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T28C12_ctrl, activeCycleF, , Accumulator, 25409410000, 9, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T28C12_ctrl, activeCycleD, , Accumulator, 25409410000, 9, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T28C12_ctrl, activeCycleM, , Accumulator, 25409410000, 9, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T28C12_ctrl, activeCycleALU, , Accumulator, 25409410000, 9, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T28C12_ctrl, activeCycleFPU, , Accumulator, 25409410000, 9, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T28C12_acam, energyCAM, , Accumulator, 25409410000, 9, 0, 0, 50001920000, 0, 0, 132443797698.925812, 1765251894966.107178, 0.646400, 87.552000
T28C12_acam, energyDAC, , Accumulator, 25409410000, 9, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T28C12_acam, energySA, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T28C12_acam, energyPC, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T28C12_acam, energyREG, , Accumulator, 25409410000, 9, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T28C12__mpe, activeCycle, , Accumulator, 25409410000, 9, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T28C13_ctrl, activeCycleF, , Accumulator, 25409410000, 9, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T28C13_ctrl, activeCycleD, , Accumulator, 25409410000, 9, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T28C13_ctrl, activeCycleM, , Accumulator, 25409410000, 9, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T28C13_ctrl, activeCycleALU, , Accumulator, 25409410000, 9, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T28C13_ctrl, activeCycleFPU, , Accumulator, 25409410000, 9, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T28C13_acam, energyCAM, , Accumulator, 25409410000, 9, 0, 0, 50001920000, 0, 0, 132345447789.962646, 1765329372351.006836, 0.646400, 87.552000
T28C13_acam, energyDAC, , Accumulator, 25409410000, 9, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T28C13_acam, energySA, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T28C13_acam, energyPC, , Accumulator, 25409410000, 9, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T28C13_acam, energyREG, , Accumulator, 25409410000, 9, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T28C13__mpe, activeCycle, , Accumulator, 25409410000, 9, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T28C14_ctrl, activeCycleF, , Accumulator, 25409410000, 9, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T28C14_ctrl, activeCycleD, , Accumulator, 25409410000, 9, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T28C14_ctrl, activeCycleM, , Accumulator, 25409410000, 9, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T28C14_ctrl, activeCycleALU, , Accumulator, 25409410000, 9, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T28C14_ctrl, activeCycleFPU, , Accumulator, 25409410000, 9, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T28C14_acam, energyCAM, , Accumulator, 25409410000, 9, 0, 0, 50001920000, 0, 0, 131676395256.272903, 1762271639231.210693, 0.646400, 87.552000
T28C14_acam, energyDAC, , Accumulator, 25409410000, 9, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
