ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T44C11_acam, energyCAM, , Accumulator, 25409410000, 14, 132391432230.557419, 1765991219317.941895, 50001920000, 0.646400, 87.552000, 0, 0, 0, 0
T44C11_acam, energyDAC, , Accumulator, 25409410000, 14, 35064704.126966, 1617807204.580073, 760000, 46.137769, 46.137769, 0, 0, 0, 0
T44C11_acam, energySA, , Accumulator, 25409410000, 14, 3502080000.000000, 63037439999.999992, 194560000, 18.000000, 18.000000, 0, 0, 0, 0
T44C11_acam, energyPC, , Accumulator, 25409410000, 14, 2868203531.765103, 42283056270.446457, 194560000, 14.742000, 14.742000, 0, 0, 0, 0
T44C11_acam, energyREG, , Accumulator, 25409410000, 14, 9119759106.712368, 55958333645295640576.000000, 195320001, 8.170000, 7480530303.999998, 0, 0, 0, 0
T44C11__mpe, activeCycle, , Accumulator, 25409410000, 14, 0, 0, 1160000, 0, 0, 1160000, 1160000, 1, 1
T44C12_ctrl, activeCycleF, , Accumulator, 25409410000, 14, 0, 0, 25409410, 0, 0, 25409410, 25409410, 1, 1
T44C12_ctrl, activeCycleD, , Accumulator, 25409410000, 14, 0, 0, 25012749, 0, 0, 25012749, 25012749, 1, 1
T44C12_ctrl, activeCycleM, , Accumulator, 25409410000, 14, 0, 0, 4277165, 0, 0, 4277165, 4277165, 1, 1
T44C12_ctrl, activeCycleALU, , Accumulator, 25409410000, 14, 0, 0, 17202748, 0, 0, 17202748, 17202748, 1, 1
T44C12_ctrl, activeCycleFPU, , Accumulator, 25409410000, 14, 0, 0, 2090000, 0, 0, 2090000, 2090000, 1, 1
T44C12_acam, energyCAM, , Accumulator, 25409410000, 14, 132452367842.525314, 1764478976937.370117, 50001920000, 0.646400, 87.552000, 0, 0, 0, 0
T44C12_acam, energyDAC, , Accumulator, 25409410000, 14, 35064704.126966, 1617807204.580073, 760000, 46.137769, 46.137769, 0, 0, 0, 0
T44C12_acam, energySA, , Accumulator, 25409410000, 14, 3502080000.000000, 63037439999.999992, 194560000, 18.000000, 18.000000, 0, 0, 0, 0
