ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T02C14_acam, energyCAM, , Accumulator, 25409410000, 1, 133192415343.102112, 1767967947810.308594, 50001920000, 0.646400, 87.552000, 0, 0, 0, 0
T02C14_acam, energyDAC, , Accumulator, 25409410000, 1, 35064704.126966, 1617807204.580073, 760000, 46.137769, 46.137769, 0, 0, 0, 0
T02C14_acam, energySA, , Accumulator, 25409410000, 1, 3502080000.000000, 63037439999.999992, 194560000, 18.000000, 18.000000, 0, 0, 0, 0
T02C14_acam, energyPC, , Accumulator, 25409410000, 1, 2868203531.765103, 42283056270.446457, 194560000, 14.742000, 14.742000, 0, 0, 0, 0
T02C14_acam, energyREG, , Accumulator, 25409410000, 1, 9119759106.712368, 55958333645295640576.000000, 195320001, 8.170000, 7480530303.999998, 0, 0, 0, 0
T02C14__mpe, activeCycle, , Accumulator, 25409410000, 1, 0, 0, 1160000, 0, 0, 1160000, 1160000, 1, 1
T02C15_ctrl, activeCycleF, , Accumulator, 25409410000, 1, 0, 0, 25409410, 0, 0, 25409410, 25409410, 1, 1
T02C15_ctrl, activeCycleD, , Accumulator, 25409410000, 1, 0, 0, 25012749, 0, 0, 25012749, 25012749, 1, 1
T02C15_ctrl, activeCycleM, , Accumulator, 25409410000, 1, 0, 0, 4277165, 0, 0, 4277165, 4277165, 1, 1
T02C15_ctrl, activeCycleALU, , Accumulator, 25409410000, 1, 0, 0, 17202748, 0, 0, 17202748, 17202748, 1, 1
T02C15_ctrl, activeCycleFPU, , Accumulator, 25409410000, 1, 0, 0, 2090000, 0, 0, 2090000, 2090000, 1, 1
T02C15_acam, energyCAM, , Accumulator, 25409410000, 1, 132716716567.608704, 1766255285691.919434, 50001920000, 0.646400, 87.552000, 0, 0, 0, 0
T02C15_acam, energyDAC, , Accumulator, 25409410000, 1, 35064704.126966, 1617807204.580073, 760000, 46.137769, 46.137769, 0, 0, 0, 0
T02C15_acam, energySA, , Accumulator, 25409410000, 1, 3502080000.000000, 63037439999.999992, 194560000, 18.000000, 18.000000, 0, 0, 0, 0
T02C15_acam, energyPC, , Accumulator, 25409410000, 1, 2868203531.765103, 42283056270.446457, 194560000, 14.742000, 14.742000, 0, 0, 0, 0
T02C15_acam, energyREG, , Accumulator, 25409410000, 1, 9119759106.712368, 55958333645295640576.000000, 195320001, 8.170000, 7480530303.999998, 0, 0, 0, 0
T02C15__mpe, activeCycle, , Accumulator, 25409410000, 1, 0, 0, 1160000, 0, 0, 1160000, 1160000, 1, 1
T03_ctrl, activeCycleF, , Accumulator, 25409410000, 1, 0, 0, 25409410, 0, 0, 25409410, 25409410, 1, 1
T03_ctrl, activeCycleD, , Accumulator, 25409410000, 1, 0, 0, 20567750, 0, 0, 20567750, 20567750, 1, 1
T03_ctrl, activeCycleM, , Accumulator, 25409410000, 1, 0, 0, 8272065, 0, 0, 11312065, 17392065, 1, 2
T03_ctrl, activeCycleALU, , Accumulator, 25409410000, 1, 0, 0, 20367649, 0, 0, 20367649, 20367649, 1, 1
T03_ctrl, activeCycleFPU, , Accumulator, 25409410000, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
T03C00_ctrl, activeCycleF, , Accumulator, 25409410000, 1, 0, 0, 25409410, 0, 0, 25409410, 25409410, 1, 1
T03C00_ctrl, activeCycleD, , Accumulator, 25409410000, 1, 0, 0, 25012749, 0, 0, 25012749, 25012749, 1, 1
T03C00_ctrl, activeCycleM, , Accumulator, 25409410000, 1, 0, 0, 4277165, 0, 0, 4277165, 4277165, 1, 1
T03C00_ctrl, activeCycleALU, , Accumulator, 25409410000, 1, 0, 0, 17202748, 0, 0, 17202748, 17202748, 1, 1
T03C00_ctrl, activeCycleFPU, , Accumulator, 25409410000, 1, 0, 0, 2090000, 0, 0, 2090000, 2090000, 1, 1
T03C00_acam, energyCAM, , Accumulator, 25409410000, 1, 132504656243.421341, 1766036694321.073486, 50001920000, 0.646400, 87.552000, 0, 0, 0, 0
T03C00_acam, energyDAC, , Accumulator, 25409410000, 1, 35064704.126966, 1617807204.580073, 760000, 46.137769, 46.137769, 0, 0, 0, 0
T03C00_acam, energySA, , Accumulator, 25409410000, 1, 3502080000.000000, 63037439999.999992, 194560000, 18.000000, 18.000000, 0, 0, 0, 0
T03C00_acam, energyPC, , Accumulator, 25409410000, 1, 2868203531.765103, 42283056270.446457, 194560000, 14.742000, 14.742000, 0, 0, 0, 0
T03C00_acam, energyREG, , Accumulator, 25409410000, 1, 9119759106.712368, 55958333645295640576.000000, 195320001, 8.170000, 7480530303.999998, 0, 0, 0, 0
T03C00__mpe, activeCycle, , Accumulator, 25409410000, 1, 0, 0, 1160000, 0, 0, 1160000, 1160000, 1, 1
T03C01_ctrl, activeCycleF, , Accumulator, 25409410000, 1, 0, 0, 25409410, 0, 0, 25409410, 25409410, 1, 1
T03C01_ctrl, activeCycleD, , Accumulator, 25409410000, 1, 0, 0, 25012749, 0, 0, 25012749, 25012749, 1, 1
T03C01_ctrl, activeCycleM, , Accumulator, 25409410000, 1, 0, 0, 4277165, 0, 0, 4277165, 4277165, 1, 1
T03C01_ctrl, activeCycleALU, , Accumulator, 25409410000, 1, 0, 0, 17202748, 0, 0, 17202748, 17202748, 1, 1
T03C01_ctrl, activeCycleFPU, , Accumulator, 25409410000, 1, 0, 0, 2090000, 0, 0, 2090000, 2090000, 1, 1
T03C01_acam, energyCAM, , Accumulator, 25409410000, 1, 132477777504.146561, 1766061658106.750244, 50001920000, 0.646400, 87.552000, 0, 0, 0, 0
