ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T35C01_ctrl, activeCycleF, , Accumulator, 25409410000, 11, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T35C01_ctrl, activeCycleD, , Accumulator, 25409410000, 11, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T35C01_ctrl, activeCycleM, , Accumulator, 25409410000, 11, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T35C01_ctrl, activeCycleALU, , Accumulator, 25409410000, 11, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T35C01_ctrl, activeCycleFPU, , Accumulator, 25409410000, 11, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T35C01_acam, energyCAM, , Accumulator, 25409410000, 11, 0, 0, 50001920000, 0, 0, 133237728120.010941, 1768118475547.628174, 0.646400, 87.552000
T35C01_acam, energyDAC, , Accumulator, 25409410000, 11, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T35C01_acam, energySA, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T35C01_acam, energyPC, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T35C01_acam, energyREG, , Accumulator, 25409410000, 11, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T35C01__mpe, activeCycle, , Accumulator, 25409410000, 11, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T35C02_ctrl, activeCycleF, , Accumulator, 25409410000, 11, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T35C02_ctrl, activeCycleD, , Accumulator, 25409410000, 11, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T35C02_ctrl, activeCycleM, , Accumulator, 25409410000, 11, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T35C02_ctrl, activeCycleALU, , Accumulator, 25409410000, 11, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T35C02_ctrl, activeCycleFPU, , Accumulator, 25409410000, 11, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T35C02_acam, energyCAM, , Accumulator, 25409410000, 11, 0, 0, 50001920000, 0, 0, 132848910181.044418, 1766375061349.117188, 0.646400, 87.552000
T35C02_acam, energyDAC, , Accumulator, 25409410000, 11, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T35C02_acam, energySA, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T35C02_acam, energyPC, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T35C02_acam, energyREG, , Accumulator, 25409410000, 11, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T35C02__mpe, activeCycle, , Accumulator, 25409410000, 11, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T35C03_ctrl, activeCycleF, , Accumulator, 25409410000, 11, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T35C03_ctrl, activeCycleD, , Accumulator, 25409410000, 11, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T35C03_ctrl, activeCycleM, , Accumulator, 25409410000, 11, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T35C03_ctrl, activeCycleALU, , Accumulator, 25409410000, 11, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T35C03_ctrl, activeCycleFPU, , Accumulator, 25409410000, 11, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T35C03_acam, energyCAM, , Accumulator, 25409410000, 11, 0, 0, 50001920000, 0, 0, 132771592114.657120, 1767069521184.727783, 0.646400, 87.552000
T35C03_acam, energyDAC, , Accumulator, 25409410000, 11, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T35C03_acam, energySA, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T35C03_acam, energyPC, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T35C03_acam, energyREG, , Accumulator, 25409410000, 11, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T35C03__mpe, activeCycle, , Accumulator, 25409410000, 11, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T35C04_ctrl, activeCycleF, , Accumulator, 25409410000, 11, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T35C04_ctrl, activeCycleD, , Accumulator, 25409410000, 11, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T35C04_ctrl, activeCycleM, , Accumulator, 25409410000, 11, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T35C04_ctrl, activeCycleALU, , Accumulator, 25409410000, 11, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T35C04_ctrl, activeCycleFPU, , Accumulator, 25409410000, 11, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T35C04_acam, energyCAM, , Accumulator, 25409410000, 11, 0, 0, 50001920000, 0, 0, 132502554999.643448, 1766577987777.202881, 0.646400, 87.552000
T35C04_acam, energyDAC, , Accumulator, 25409410000, 11, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T35C04_acam, energySA, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T35C04_acam, energyPC, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T35C04_acam, energyREG, , Accumulator, 25409410000, 11, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T35C04__mpe, activeCycle, , Accumulator, 25409410000, 11, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T35C05_ctrl, activeCycleF, , Accumulator, 25409410000, 11, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T35C05_ctrl, activeCycleD, , Accumulator, 25409410000, 11, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T35C05_ctrl, activeCycleM, , Accumulator, 25409410000, 11, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T35C05_ctrl, activeCycleALU, , Accumulator, 25409410000, 11, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T35C05_ctrl, activeCycleFPU, , Accumulator, 25409410000, 11, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T35C05_acam, energyCAM, , Accumulator, 25409410000, 11, 0, 0, 50001920000, 0, 0, 132427561517.683792, 1765455328017.052979, 0.646400, 87.552000
T35C05_acam, energyDAC, , Accumulator, 25409410000, 11, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T35C05_acam, energySA, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T35C05_acam, energyPC, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T35C05_acam, energyREG, , Accumulator, 25409410000, 11, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T35C05__mpe, activeCycle, , Accumulator, 25409410000, 11, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T35C06_ctrl, activeCycleF, , Accumulator, 25409410000, 11, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T35C06_ctrl, activeCycleD, , Accumulator, 25409410000, 11, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T35C06_ctrl, activeCycleM, , Accumulator, 25409410000, 11, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T35C06_ctrl, activeCycleALU, , Accumulator, 25409410000, 11, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T35C06_ctrl, activeCycleFPU, , Accumulator, 25409410000, 11, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T35C06_acam, energyCAM, , Accumulator, 25409410000, 11, 0, 0, 50001920000, 0, 0, 132283733304.927261, 1765136061171.205078, 0.646400, 87.552000
T35C06_acam, energyDAC, , Accumulator, 25409410000, 11, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T35C06_acam, energySA, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T35C06_acam, energyPC, , Accumulator, 25409410000, 11, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T35C06_acam, energyREG, , Accumulator, 25409410000, 11, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T35C06__mpe, activeCycle, , Accumulator, 25409410000, 11, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
