ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T41C08_ctrl, activeCycleF, , Accumulator, 25409410000, 13, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T41C08_ctrl, activeCycleD, , Accumulator, 25409410000, 13, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T41C08_ctrl, activeCycleM, , Accumulator, 25409410000, 13, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T41C08_ctrl, activeCycleALU, , Accumulator, 25409410000, 13, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T41C08_ctrl, activeCycleFPU, , Accumulator, 25409410000, 13, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T41C08_acam, energyCAM, , Accumulator, 25409410000, 13, 0, 0, 50001920000, 0, 0, 132205053571.551697, 1765261885556.749512, 0.646400, 87.552000
T41C08_acam, energyDAC, , Accumulator, 25409410000, 13, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T41C08_acam, energySA, , Accumulator, 25409410000, 13, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T41C08_acam, energyPC, , Accumulator, 25409410000, 13, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T41C08_acam, energyREG, , Accumulator, 25409410000, 13, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
T41C08__mpe, activeCycle, , Accumulator, 25409410000, 13, 1160000, 1160000, 1160000, 1, 1, 0, 0, 0, 0
T41C09_ctrl, activeCycleF, , Accumulator, 25409410000, 13, 25409410, 25409410, 25409410, 1, 1, 0, 0, 0, 0
T41C09_ctrl, activeCycleD, , Accumulator, 25409410000, 13, 25012749, 25012749, 25012749, 1, 1, 0, 0, 0, 0
T41C09_ctrl, activeCycleM, , Accumulator, 25409410000, 13, 4277165, 4277165, 4277165, 1, 1, 0, 0, 0, 0
T41C09_ctrl, activeCycleALU, , Accumulator, 25409410000, 13, 17202748, 17202748, 17202748, 1, 1, 0, 0, 0, 0
T41C09_ctrl, activeCycleFPU, , Accumulator, 25409410000, 13, 2090000, 2090000, 2090000, 1, 1, 0, 0, 0, 0
T41C09_acam, energyCAM, , Accumulator, 25409410000, 13, 0, 0, 50001920000, 0, 0, 132350545423.580276, 1765641648005.920898, 0.646400, 87.552000
T41C09_acam, energyDAC, , Accumulator, 25409410000, 13, 0, 0, 760000, 0, 0, 35064704.126966, 1617807204.580073, 46.137769, 46.137769
T41C09_acam, energySA, , Accumulator, 25409410000, 13, 0, 0, 194560000, 0, 0, 3502080000.000000, 63037439999.999992, 18.000000, 18.000000
T41C09_acam, energyPC, , Accumulator, 25409410000, 13, 0, 0, 194560000, 0, 0, 2868203531.765103, 42283056270.446457, 14.742000, 14.742000
T41C09_acam, energyREG, , Accumulator, 25409410000, 13, 0, 0, 195320001, 0, 0, 9119759106.712368, 55958333645295640576.000000, 8.170000, 7480530303.999998
