ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T15C12_acam, energyCAM, , Accumulator, 104921410000, 5, 559704479693.482178, 7389506223986.165039, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T15C12_acam, energyDAC, , Accumulator, 104921410000, 5, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T15C12_acam, energySA, , Accumulator, 104921410000, 5, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T15C12_acam, energyPC, , Accumulator, 104921410000, 5, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T15C12_acam, energyREG, , Accumulator, 104921410000, 5, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T15C12__mpe, activeCycle, , Accumulator, 104921410000, 5, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T15C13_ctrl, activeCycleF, , Accumulator, 104921410000, 5, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T15C13_ctrl, activeCycleD, , Accumulator, 104921410000, 5, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T15C13_ctrl, activeCycleM, , Accumulator, 104921410000, 5, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T15C13_ctrl, activeCycleALU, , Accumulator, 104921410000, 5, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T15C13_ctrl, activeCycleFPU, , Accumulator, 104921410000, 5, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T15C13_acam, energyCAM, , Accumulator, 104921410000, 5, 558706463314.636353, 7380782788801.786133, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T15C13_acam, energyDAC, , Accumulator, 104921410000, 5, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T15C13_acam, energySA, , Accumulator, 104921410000, 5, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T15C13_acam, energyPC, , Accumulator, 104921410000, 5, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T15C13_acam, energyREG, , Accumulator, 104921410000, 5, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T15C13__mpe, activeCycle, , Accumulator, 104921410000, 5, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T15C14_ctrl, activeCycleF, , Accumulator, 104921410000, 5, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T15C14_ctrl, activeCycleD, , Accumulator, 104921410000, 5, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T15C14_ctrl, activeCycleM, , Accumulator, 104921410000, 5, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T15C14_ctrl, activeCycleALU, , Accumulator, 104921410000, 5, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T15C14_ctrl, activeCycleFPU, , Accumulator, 104921410000, 5, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T15C14_acam, energyCAM, , Accumulator, 104921410000, 5, 558307736458.863281, 7376808375741.445312, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T15C14_acam, energyDAC, , Accumulator, 104921410000, 5, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T15C14_acam, energySA, , Accumulator, 104921410000, 5, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T15C14_acam, energyPC, , Accumulator, 104921410000, 5, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T15C14_acam, energyREG, , Accumulator, 104921410000, 5, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T15C14__mpe, activeCycle, , Accumulator, 104921410000, 5, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T15C15_ctrl, activeCycleF, , Accumulator, 104921410000, 5, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T15C15_ctrl, activeCycleD, , Accumulator, 104921410000, 5, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T15C15_ctrl, activeCycleM, , Accumulator, 104921410000, 5, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T15C15_ctrl, activeCycleALU, , Accumulator, 104921410000, 5, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T15C15_ctrl, activeCycleFPU, , Accumulator, 104921410000, 5, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T15C15_acam, energyCAM, , Accumulator, 104921410000, 5, 558380934626.097778, 7382241910704.702148, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T15C15_acam, energyDAC, , Accumulator, 104921410000, 5, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T15C15_acam, energySA, , Accumulator, 104921410000, 5, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T15C15_acam, energyPC, , Accumulator, 104921410000, 5, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T15C15_acam, energyREG, , Accumulator, 104921410000, 5, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T15C15__mpe, activeCycle, , Accumulator, 104921410000, 5, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T16_ctrl, activeCycleF, , Accumulator, 104921410000, 5, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T16_ctrl, activeCycleD, , Accumulator, 104921410000, 5, 0, 0, 84897350, 0, 0, 84897350, 84897350, 1, 1
T16_ctrl, activeCycleM, , Accumulator, 104921410000, 5, 0, 0, 34254465, 0, 0, 46894465, 72174465, 1, 2
T16_ctrl, activeCycleALU, , Accumulator, 104921410000, 5, 0, 0, 84097249, 0, 0, 84097249, 84097249, 1, 1
T16_ctrl, activeCycleFPU, , Accumulator, 104921410000, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
