ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T38C04_acam, energyCAM, , Accumulator, 104921410000, 12, 558911250293.142578, 7384600100069.378906, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T38C04_acam, energyDAC, , Accumulator, 104921410000, 12, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T38C04_acam, energySA, , Accumulator, 104921410000, 12, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T38C04_acam, energyPC, , Accumulator, 104921410000, 12, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T38C04_acam, energyREG, , Accumulator, 104921410000, 12, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T38C04__mpe, activeCycle, , Accumulator, 104921410000, 12, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T38C05_ctrl, activeCycleF, , Accumulator, 104921410000, 12, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T38C05_ctrl, activeCycleD, , Accumulator, 104921410000, 12, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T38C05_ctrl, activeCycleM, , Accumulator, 104921410000, 12, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T38C05_ctrl, activeCycleALU, , Accumulator, 104921410000, 12, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T38C05_ctrl, activeCycleFPU, , Accumulator, 104921410000, 12, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T38C05_acam, energyCAM, , Accumulator, 104921410000, 12, 560343877397.156128, 7389759655531.497070, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T38C05_acam, energyDAC, , Accumulator, 104921410000, 12, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T38C05_acam, energySA, , Accumulator, 104921410000, 12, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T38C05_acam, energyPC, , Accumulator, 104921410000, 12, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T38C05_acam, energyREG, , Accumulator, 104921410000, 12, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T38C05__mpe, activeCycle, , Accumulator, 104921410000, 12, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T38C06_ctrl, activeCycleF, , Accumulator, 104921410000, 12, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T38C06_ctrl, activeCycleD, , Accumulator, 104921410000, 12, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T38C06_ctrl, activeCycleM, , Accumulator, 104921410000, 12, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T38C06_ctrl, activeCycleALU, , Accumulator, 104921410000, 12, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T38C06_ctrl, activeCycleFPU, , Accumulator, 104921410000, 12, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T38C06_acam, energyCAM, , Accumulator, 104921410000, 12, 559968978620.291504, 7385579241504.924805, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T38C06_acam, energyDAC, , Accumulator, 104921410000, 12, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T38C06_acam, energySA, , Accumulator, 104921410000, 12, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T38C06_acam, energyPC, , Accumulator, 104921410000, 12, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T38C06_acam, energyREG, , Accumulator, 104921410000, 12, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T38C06__mpe, activeCycle, , Accumulator, 104921410000, 12, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T38C07_ctrl, activeCycleF, , Accumulator, 104921410000, 12, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T38C07_ctrl, activeCycleD, , Accumulator, 104921410000, 12, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T38C07_ctrl, activeCycleM, , Accumulator, 104921410000, 12, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T38C07_ctrl, activeCycleALU, , Accumulator, 104921410000, 12, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T38C07_ctrl, activeCycleFPU, , Accumulator, 104921410000, 12, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T38C07_acam, energyCAM, , Accumulator, 104921410000, 12, 559072606801.285034, 7383194040875.805664, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T38C07_acam, energyDAC, , Accumulator, 104921410000, 12, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T38C07_acam, energySA, , Accumulator, 104921410000, 12, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T38C07_acam, energyPC, , Accumulator, 104921410000, 12, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T38C07_acam, energyREG, , Accumulator, 104921410000, 12, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T38C07__mpe, activeCycle, , Accumulator, 104921410000, 12, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T38C08_ctrl, activeCycleF, , Accumulator, 104921410000, 12, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T38C08_ctrl, activeCycleD, , Accumulator, 104921410000, 12, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T38C08_ctrl, activeCycleM, , Accumulator, 104921410000, 12, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T38C08_ctrl, activeCycleALU, , Accumulator, 104921410000, 12, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T38C08_ctrl, activeCycleFPU, , Accumulator, 104921410000, 12, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T38C08_acam, energyCAM, , Accumulator, 104921410000, 12, 557872025869.614868, 7375085604876.326172, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T38C08_acam, energyDAC, , Accumulator, 104921410000, 12, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T38C08_acam, energySA, , Accumulator, 104921410000, 12, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T38C08_acam, energyPC, , Accumulator, 104921410000, 12, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T38C08_acam, energyREG, , Accumulator, 104921410000, 12, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T38C08__mpe, activeCycle, , Accumulator, 104921410000, 12, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
