ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T51C02_ctrl, activeCycleF, , Accumulator, 13497115000, 16, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T51C02_ctrl, activeCycleD, , Accumulator, 13497115000, 16, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T51C02_ctrl, activeCycleM, , Accumulator, 13497115000, 16, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T51C02_ctrl, activeCycleALU, , Accumulator, 13497115000, 16, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T51C02_ctrl, activeCycleFPU, , Accumulator, 13497115000, 16, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T51C02_acam, energyCAM, , Accumulator, 13497115000, 16, 0, 0, 26316800000, 0, 0, 67429067996.870819, 917315673676.387085, 1.280000, 87.552000
T51C02_acam, energyDAC, , Accumulator, 13497115000, 16, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T51C02_acam, energySA, , Accumulator, 13497115000, 16, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T51C02_acam, energyPC, , Accumulator, 13497115000, 16, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T51C02_acam, energyREG, , Accumulator, 13497115000, 16, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T51C02__mpe, activeCycle, , Accumulator, 13497115000, 16, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T51C03_ctrl, activeCycleF, , Accumulator, 13497115000, 16, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
