ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T25C06__mpe, activeCycle, , Accumulator, 13497115000, 8, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T25C07_ctrl, activeCycleF, , Accumulator, 13497115000, 8, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T25C07_ctrl, activeCycleD, , Accumulator, 13497115000, 8, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T25C07_ctrl, activeCycleM, , Accumulator, 13497115000, 8, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T25C07_ctrl, activeCycleALU, , Accumulator, 13497115000, 8, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T25C07_ctrl, activeCycleFPU, , Accumulator, 13497115000, 8, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T25C07_acam, energyCAM, , Accumulator, 13497115000, 8, 0, 0, 26316800000, 0, 0, 69923143619.051605, 929274935122.660645, 0.646400, 87.552000
T25C07_acam, energyDAC, , Accumulator, 13497115000, 8, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T25C07_acam, energySA, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T25C07_acam, energyPC, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T25C07_acam, energyREG, , Accumulator, 13497115000, 8, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T25C07__mpe, activeCycle, , Accumulator, 13497115000, 8, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T25C08_ctrl, activeCycleF, , Accumulator, 13497115000, 8, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T25C08_ctrl, activeCycleD, , Accumulator, 13497115000, 8, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T25C08_ctrl, activeCycleM, , Accumulator, 13497115000, 8, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T25C08_ctrl, activeCycleALU, , Accumulator, 13497115000, 8, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T25C08_ctrl, activeCycleFPU, , Accumulator, 13497115000, 8, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T25C08_acam, energyCAM, , Accumulator, 13497115000, 8, 0, 0, 26316800000, 0, 0, 69883110423.719116, 929195528682.074341, 0.646400, 87.552000
T25C08_acam, energyDAC, , Accumulator, 13497115000, 8, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T25C08_acam, energySA, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T25C08_acam, energyPC, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T25C08_acam, energyREG, , Accumulator, 13497115000, 8, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T25C08__mpe, activeCycle, , Accumulator, 13497115000, 8, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T25C09_ctrl, activeCycleF, , Accumulator, 13497115000, 8, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T25C09_ctrl, activeCycleD, , Accumulator, 13497115000, 8, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T25C09_ctrl, activeCycleM, , Accumulator, 13497115000, 8, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T25C09_ctrl, activeCycleALU, , Accumulator, 13497115000, 8, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T25C09_ctrl, activeCycleFPU, , Accumulator, 13497115000, 8, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T25C09_acam, energyCAM, , Accumulator, 13497115000, 8, 0, 0, 26316800000, 0, 0, 70354722987.952469, 931674700538.328979, 0.646400, 87.552000
T25C09_acam, energyDAC, , Accumulator, 13497115000, 8, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T25C09_acam, energySA, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T25C09_acam, energyPC, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T25C09_acam, energyREG, , Accumulator, 13497115000, 8, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T25C09__mpe, activeCycle, , Accumulator, 13497115000, 8, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T25C10_ctrl, activeCycleF, , Accumulator, 13497115000, 8, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T25C10_ctrl, activeCycleD, , Accumulator, 13497115000, 8, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T25C10_ctrl, activeCycleM, , Accumulator, 13497115000, 8, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T25C10_ctrl, activeCycleALU, , Accumulator, 13497115000, 8, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T25C10_ctrl, activeCycleFPU, , Accumulator, 13497115000, 8, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T25C10_acam, energyCAM, , Accumulator, 13497115000, 8, 0, 0, 26316800000, 0, 0, 70127482446.248764, 930389365847.925537, 0.646400, 87.552000
T25C10_acam, energyDAC, , Accumulator, 13497115000, 8, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T25C10_acam, energySA, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T25C10_acam, energyPC, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T25C10_acam, energyREG, , Accumulator, 13497115000, 8, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T25C10__mpe, activeCycle, , Accumulator, 13497115000, 8, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T25C11_ctrl, activeCycleF, , Accumulator, 13497115000, 8, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T25C11_ctrl, activeCycleD, , Accumulator, 13497115000, 8, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T25C11_ctrl, activeCycleM, , Accumulator, 13497115000, 8, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T25C11_ctrl, activeCycleALU, , Accumulator, 13497115000, 8, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T25C11_ctrl, activeCycleFPU, , Accumulator, 13497115000, 8, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T25C11_acam, energyCAM, , Accumulator, 13497115000, 8, 0, 0, 26316800000, 0, 0, 69980287832.428970, 929678507828.335693, 0.646400, 87.552000
T25C11_acam, energyDAC, , Accumulator, 13497115000, 8, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T25C11_acam, energySA, , Accumulator, 13497115000, 8, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
