ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T09C05_acam, energyCAM, , Accumulator, 13497115000, 3, 70428773391.838104, 931785877262.424683, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T09C05_acam, energyDAC, , Accumulator, 13497115000, 3, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T09C05_acam, energySA, , Accumulator, 13497115000, 3, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T09C05_acam, energyPC, , Accumulator, 13497115000, 3, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T09C05_acam, energyREG, , Accumulator, 13497115000, 3, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T09C05__mpe, activeCycle, , Accumulator, 13497115000, 3, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T09C06_ctrl, activeCycleF, , Accumulator, 13497115000, 3, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T09C06_ctrl, activeCycleD, , Accumulator, 13497115000, 3, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T09C06_ctrl, activeCycleM, , Accumulator, 13497115000, 3, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T09C06_ctrl, activeCycleALU, , Accumulator, 13497115000, 3, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T09C06_ctrl, activeCycleFPU, , Accumulator, 13497115000, 3, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T09C06_acam, energyCAM, , Accumulator, 13497115000, 3, 70115010127.619278, 930389497991.263062, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T09C06_acam, energyDAC, , Accumulator, 13497115000, 3, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T09C06_acam, energySA, , Accumulator, 13497115000, 3, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T09C06_acam, energyPC, , Accumulator, 13497115000, 3, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T09C06_acam, energyREG, , Accumulator, 13497115000, 3, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T09C06__mpe, activeCycle, , Accumulator, 13497115000, 3, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T09C07_ctrl, activeCycleF, , Accumulator, 13497115000, 3, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T09C07_ctrl, activeCycleD, , Accumulator, 13497115000, 3, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T09C07_ctrl, activeCycleM, , Accumulator, 13497115000, 3, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T09C07_ctrl, activeCycleALU, , Accumulator, 13497115000, 3, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T09C07_ctrl, activeCycleFPU, , Accumulator, 13497115000, 3, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T09C07_acam, energyCAM, , Accumulator, 13497115000, 3, 69766354185.582962, 928592268367.680542, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
