ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T47C15_ctrl, activeCycleF, , Accumulator, 13497115000, 15, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleD, , Accumulator, 13497115000, 15, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleM, , Accumulator, 13497115000, 15, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleALU, , Accumulator, 13497115000, 15, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T47C15_ctrl, activeCycleFPU, , Accumulator, 13497115000, 15, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T47C15_acam, energyCAM, , Accumulator, 13497115000, 15, 0, 0, 26316800000, 0, 0, 70040227527.857239, 929671720572.423218, 0.646400, 87.552000
T47C15_acam, energyDAC, , Accumulator, 13497115000, 15, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T47C15_acam, energySA, , Accumulator, 13497115000, 15, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T47C15_acam, energyPC, , Accumulator, 13497115000, 15, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T47C15_acam, energyREG, , Accumulator, 13497115000, 15, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T47C15__mpe, activeCycle, , Accumulator, 13497115000, 15, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleF, , Accumulator, 13497115000, 15, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleD, , Accumulator, 13497115000, 15, 10929914, 10929914, 10929914, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleM, , Accumulator, 13497115000, 15, 5977606, 9177606, 4377606, 1, 2, 0, 0, 0, 0
T48_ctrl, activeCycleALU, , Accumulator, 13497115000, 15, 10819813, 10819813, 10819813, 1, 1, 0, 0, 0, 0
T48_ctrl, activeCycleFPU, , Accumulator, 13497115000, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0
T48C00_ctrl, activeCycleF, , Accumulator, 13497115000, 15, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleD, , Accumulator, 13497115000, 15, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleM, , Accumulator, 13497115000, 15, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleALU, , Accumulator, 13497115000, 15, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T48C00_ctrl, activeCycleFPU, , Accumulator, 13497115000, 15, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T48C00_acam, energyCAM, , Accumulator, 13497115000, 15, 0, 0, 26316800000, 0, 0, 70082667153.139038, 930077645880.857544, 0.646400, 87.552000
T48C00_acam, energyDAC, , Accumulator, 13497115000, 15, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T48C00_acam, energySA, , Accumulator, 13497115000, 15, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T48C00_acam, energyPC, , Accumulator, 13497115000, 15, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T48C00_acam, energyREG, , Accumulator, 13497115000, 15, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
