ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T02C14_acam, energyCAM, , Accumulator, 13497115000, 1, 70020136735.465546, 929829601452.941772, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T02C14_acam, energyDAC, , Accumulator, 13497115000, 1, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T02C14_acam, energySA, , Accumulator, 13497115000, 1, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T02C14_acam, energyPC, , Accumulator, 13497115000, 1, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T02C14_acam, energyREG, , Accumulator, 13497115000, 1, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T02C14__mpe, activeCycle, , Accumulator, 13497115000, 1, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T02C15_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T02C15_ctrl, activeCycleD, , Accumulator, 13497115000, 1, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T02C15_ctrl, activeCycleM, , Accumulator, 13497115000, 1, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T02C15_ctrl, activeCycleALU, , Accumulator, 13497115000, 1, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T02C15_ctrl, activeCycleFPU, , Accumulator, 13497115000, 1, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T02C15_acam, energyCAM, , Accumulator, 13497115000, 1, 70205787612.921799, 931086985103.468262, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T02C15_acam, energyDAC, , Accumulator, 13497115000, 1, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T02C15_acam, energySA, , Accumulator, 13497115000, 1, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T02C15_acam, energyPC, , Accumulator, 13497115000, 1, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T02C15_acam, energyREG, , Accumulator, 13497115000, 1, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T02C15__mpe, activeCycle, , Accumulator, 13497115000, 1, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T03_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T03_ctrl, activeCycleD, , Accumulator, 13497115000, 1, 0, 0, 10929914, 0, 0, 10929914, 10929914, 1, 1
T03_ctrl, activeCycleM, , Accumulator, 13497115000, 1, 0, 0, 4377606, 0, 0, 5977606, 9177606, 1, 2
T03_ctrl, activeCycleALU, , Accumulator, 13497115000, 1, 0, 0, 10819813, 0, 0, 10819813, 10819813, 1, 1
T03_ctrl, activeCycleFPU, , Accumulator, 13497115000, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
T03C00_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T03C00_ctrl, activeCycleD, , Accumulator, 13497115000, 1, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T03C00_ctrl, activeCycleM, , Accumulator, 13497115000, 1, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T03C00_ctrl, activeCycleALU, , Accumulator, 13497115000, 1, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T03C00_ctrl, activeCycleFPU, , Accumulator, 13497115000, 1, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T03C00_acam, energyCAM, , Accumulator, 13497115000, 1, 69831767191.142685, 929035424823.856323, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T03C00_acam, energyDAC, , Accumulator, 13497115000, 1, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T03C00_acam, energySA, , Accumulator, 13497115000, 1, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T03C00_acam, energyPC, , Accumulator, 13497115000, 1, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T03C00_acam, energyREG, , Accumulator, 13497115000, 1, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T03C00__mpe, activeCycle, , Accumulator, 13497115000, 1, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T03C01_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T03C01_ctrl, activeCycleD, , Accumulator, 13497115000, 1, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T03C01_ctrl, activeCycleM, , Accumulator, 13497115000, 1, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T03C01_ctrl, activeCycleALU, , Accumulator, 13497115000, 1, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T03C01_ctrl, activeCycleFPU, , Accumulator, 13497115000, 1, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T03C01_acam, energyCAM, , Accumulator, 13497115000, 1, 69954360193.472229, 929468655029.354614, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T03C01_acam, energyDAC, , Accumulator, 13497115000, 1, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T03C01_acam, energySA, , Accumulator, 13497115000, 1, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T03C01_acam, energyPC, , Accumulator, 13497115000, 1, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T03C01_acam, energyREG, , Accumulator, 13497115000, 1, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T03C01__mpe, activeCycle, , Accumulator, 13497115000, 1, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T03C02_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T03C02_ctrl, activeCycleD, , Accumulator, 13497115000, 1, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T03C02_ctrl, activeCycleM, , Accumulator, 13497115000, 1, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T03C02_ctrl, activeCycleALU, , Accumulator, 13497115000, 1, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T03C02_ctrl, activeCycleFPU, , Accumulator, 13497115000, 1, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T03C02_acam, energyCAM, , Accumulator, 13497115000, 1, 69816683725.033554, 929050449030.272583, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T03C02_acam, energyDAC, , Accumulator, 13497115000, 1, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T03C02_acam, energySA, , Accumulator, 13497115000, 1, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T03C02_acam, energyPC, , Accumulator, 13497115000, 1, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T03C02_acam, energyREG, , Accumulator, 13497115000, 1, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T03C02__mpe, activeCycle, , Accumulator, 13497115000, 1, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T03C03_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T03C03_ctrl, activeCycleD, , Accumulator, 13497115000, 1, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T03C03_ctrl, activeCycleM, , Accumulator, 13497115000, 1, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T03C03_ctrl, activeCycleALU, , Accumulator, 13497115000, 1, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T03C03_ctrl, activeCycleFPU, , Accumulator, 13497115000, 1, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T03C03_acam, energyCAM, , Accumulator, 13497115000, 1, 70082109121.127045, 930106218478.393311, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T03C03_acam, energyDAC, , Accumulator, 13497115000, 1, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T03C03_acam, energySA, , Accumulator, 13497115000, 1, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T03C03_acam, energyPC, , Accumulator, 13497115000, 1, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T03C03_acam, energyREG, , Accumulator, 13497115000, 1, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T03C03__mpe, activeCycle, , Accumulator, 13497115000, 1, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T03C04_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
T03C04_ctrl, activeCycleD, , Accumulator, 13497115000, 1, 0, 0, 13285893, 0, 0, 13285893, 13285893, 1, 1
T03C04_ctrl, activeCycleM, , Accumulator, 13497115000, 1, 0, 0, 2291726, 0, 0, 2291726, 2291726, 1, 1
T03C04_ctrl, activeCycleALU, , Accumulator, 13497115000, 1, 0, 0, 9165893, 0, 0, 9165893, 9165893, 1, 1
T03C04_ctrl, activeCycleFPU, , Accumulator, 13497115000, 1, 0, 0, 1100000, 0, 0, 1100000, 1100000, 1, 1
T03C04_acam, energyCAM, , Accumulator, 13497115000, 1, 70401509401.087601, 931447623030.719727, 26316800000, 0.646400, 87.552000, 0, 0, 0, 0
T03C04_acam, energyDAC, , Accumulator, 13497115000, 1, 18455107.434941, 851477476.084525, 400000, 46.137769, 46.137769, 0, 0, 0, 0
T03C04_acam, energySA, , Accumulator, 13497115000, 1, 1843200000.000000, 33177599999.999996, 102400000, 18.000000, 18.000000, 0, 0, 0, 0
T03C04_acam, energyPC, , Accumulator, 13497115000, 1, 1509580802.272916, 22254240198.585648, 102400000, 14.742000, 14.742000, 0, 0, 0, 0
T03C04_acam, energyREG, , Accumulator, 13497115000, 1, 4836302654.692507, 15789104824341880832.000000, 102800001, 8.170000, 3973550655.999999, 0, 0, 0, 0
T03C04__mpe, activeCycle, , Accumulator, 13497115000, 1, 0, 0, 620000, 0, 0, 620000, 620000, 1, 1
T03C05_ctrl, activeCycleF, , Accumulator, 13497115000, 1, 0, 0, 13497115, 0, 0, 13497115, 13497115, 1, 1
